root=Avatar_Sparxie_00_Model_Chara
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Avatar_Sparxie_00_Model_Chara/Body	131	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT	0x29DE6CA5	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	132	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT/PendantRibbonA_FM_02_JNT	0xA6DEDD23	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT/PendantRibbonA_FM_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	133	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT	0x9D28D77C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	134	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT	0x2FF6C646	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	135	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT/ClothPendant_L_02_JNT	0x76478921	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT/ClothPendant_L_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	136	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT	0x8C6D14EC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	137	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT	0xC743773B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	138	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT/ClothPendant_R_02_JNT	0x35A29D40	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT/ClothPendant_R_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	139	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT	0x0DFDEF87	Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	140	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT/RibbonBack_02_JNT	0x515E459A	Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT/RibbonBack_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	141	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT	0x3633A69B	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	142	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT/PendantRibbon_B_01_JNT	0xDBC9A959	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT/PendantRibbon_B_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	143	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT	0x35D1B7E8	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	144	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBow_BL_01_JNT	0xB169223C	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBow_BL_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	145	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT	0x68AA977C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	146	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT/ShoulderCard_DFR_01_JNT	0x6E907CED	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT/ShoulderCard_DFR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	147	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT	0x3546C670	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	148	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT/ShoulderCard_DBR_01_JNT	0xE8B66E2D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT/ShoulderCard_DBR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	149	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/Earring_L_00_JNT	0x43E27D58	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/Earring_L_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	150	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT	0x702E5455	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	151	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT	0x345E50F3	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	152	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_ML_00_JNT	0x48C926D7	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_ML_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	153	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT	0x21F805CE	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	154	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT/HatPendant_R_01_JNT	0x3EB9CCAA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT/HatPendant_R_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	155	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FR_00_JNT	0xE8CD560C	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	156	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FL_00_JNT	0x81FC7515	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	157	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT	0xB1AB2FCF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	158	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT	0xEF144247	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	159	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT/Collar_BL_01_JNT	0x65E7EFC2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT/Collar_BL_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	160	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT/Collar_BR_01_JNT	0x5A798B99	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT/Collar_BR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	161	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT	0x43D7FBBC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	162	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartA_00_JNT	0xF16CE96E	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartA_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	163	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartB_00_JNT	0x7FE3EE8D	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartB_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	164	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecPartUL_01_JNT	0xED97248F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecPartUL_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	165	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecPartUR_01_JNT	0x03A291CA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecPartUR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	166	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT	0x704ED4E2	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	167	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT/PendantRibbonB_FM_01_JNT	0xD4DC715A	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT/PendantRibbonB_FM_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	168	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_c_UR_00_JNT	0x76E3484A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_c_UR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	169	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_b_UR_00_JNT	0xB76D978A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_b_UR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	170	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_a_UR_00_JNT	0x2E8FF18B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_a_UR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	171	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT	0x7D1C0F13	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	172	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT	0x971FEB02	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	173	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT	0x8C2A655F	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	174	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT	0x83EF8C98	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	175	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT/SkirtRibbon_L_05_JNT	0xB29FB34D	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT/SkirtRibbon_L_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	176	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT/PendantRow_MR_01_JNT	0x7DC1D69D	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT/PendantRow_MR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	177	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FL_00_JNT	0xD9D1F5F2	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	178	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FR_00_JNT	0xB0E0D6EB	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	179	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_L_00_JNT	0xF9A431ED	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_L_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	180	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_R_00_JNT	0x909512F4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_R_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Face	0	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	0x8B0478E5	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	match
Avatar_Sparxie_00_Model_Chara/Face	1	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_L	0xA3185B44	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_L	match
Avatar_Sparxie_00_Model_Chara/Face	2	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_L	0xC6D840EB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_L	match
Avatar_Sparxie_00_Model_Chara/Face	3	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_L	0xBAF158DC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_L	match
Avatar_Sparxie_00_Model_Chara/Face	4	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_L	0xB3A7B654	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_L	match
Avatar_Sparxie_00_Model_Chara/Face	5	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_L	0xC529636C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_L	match
Avatar_Sparxie_00_Model_Chara/Face	6	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_L	0xC4EB095B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_L	match
Avatar_Sparxie_00_Model_Chara/Face	7	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_L	0x66EC27C0	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_L	match
Avatar_Sparxie_00_Model_Chara/Face	8	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_L	0x170D7D26	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_L	match
Avatar_Sparxie_00_Model_Chara/Face	9	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_L	0x672E4DF7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_L	match
Avatar_Sparxie_00_Model_Chara/Face	10	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_L	0xB25F7B8D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_L	match
Avatar_Sparxie_00_Model_Chara/Face	11	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_L	0xB019C5D4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_L	match
Avatar_Sparxie_00_Model_Chara/Face	12	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_L	0xB1DBAFE3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_L	match
