root=Avatar_Sparxie_00_Model_Chara
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Avatar_Sparxie_00_Model_Chara/Body	0	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT	0xEAFAC734	Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	1	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT/skirtFront_02_JNT	0x7DC3E84A	Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT/skirtFront_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	2	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT/skirtFront_02_JNT/skirtFront_03_JNT	0xC5406DC7	Main/Root_M/Spine1_M/skirt_JNT/skirtFront_01_JNT/skirtFront_02_JNT/skirtFront_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	3	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT	0x07E44866	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	4	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT/skirtFrontLeft_02_JNT	0xAD10D3C6	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT/skirtFrontLeft_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	5	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT/skirtFrontLeft_02_JNT/skirtFrontLeft_03_JNT	0x5BE768DD	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontLeft_01_JNT/skirtFrontLeft_02_JNT/skirtFrontLeft_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	6	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT	0x178D00D7	Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	7	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT/skirtLeft_02_JNT	0xFF5CFEB1	Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT/skirtLeft_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	8	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT/skirtLeft_02_JNT/skirtLeft_03_JNT	0xF0E62EDD	Main/Root_M/Spine1_M/skirt_JNT/skirtLeft_01_JNT/skirtLeft_02_JNT/skirtLeft_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	9	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT	0x63C01115	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	10	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT	0x95DC4104	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	11	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT	0x334817D4	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	12	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT	0x7DE085CB	Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	13	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT/skirtBackRight_02_JNT	0xC71913BD	Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT/skirtBackRight_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	14	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT/skirtBackRight_02_JNT/skirtBackRight_03_JNT	0x6289699B	Main/Root_M/Spine1_M/skirt_JNT/skirtBackRight_01_JNT/skirtBackRight_02_JNT/skirtBackRight_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	15	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT	0x08FE6B46	Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	16	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT/skirtRight_02_JNT	0x224262FE	Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT/skirtRight_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	17	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT/skirtRight_02_JNT/skirtRight_03_JNT	0x51465B61	Main/Root_M/Spine1_M/skirt_JNT/skirtRight_01_JNT/skirtRight_02_JNT/skirtRight_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	18	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT	0xB4888114	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	19	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT/skirtFrontRight_02_JNT	0x09832DF0	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT/skirtFrontRight_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	20	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT/skirtFrontRight_02_JNT/skirtFrontRight_03_JNT	0x63E2D22D	Main/Root_M/Spine1_M/skirt_JNT/skirtFrontRight_01_JNT/skirtFrontRight_02_JNT/skirtFrontRight_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	21	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT	0xA31CED63	Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	22	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT/skirtBack_02_JNT	0x555AE6DE	Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT/skirtBack_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	23	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT/skirtBack_02_JNT/skirtBack_03_JNT	0xDAFE9F30	Main/Root_M/Spine1_M/skirt_JNT/skirtBack_01_JNT/skirtBack_02_JNT/skirtBack_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	24	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/skirt_JNT	0x12023B50	Main/Root_M/Spine1_M/skirt_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	25	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/breast_R	0xA9FDAE69	Main/Root_M/Spine1_M/Spine2_M/Chest_M/breast_R	match
Avatar_Sparxie_00_Model_Chara/Body	26	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L	0xAD87EA6A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L	match
Avatar_Sparxie_00_Model_Chara/Body	27	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/ShoulderPart1_L	0xDB6AA19F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/ShoulderPart1_L	match
Avatar_Sparxie_00_Model_Chara/Body	28	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/breast_L	0x53F2930A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/breast_L	match
Avatar_Sparxie_00_Model_Chara/Body	29	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT	0x05DE0EFF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	30	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT	0x0D997291	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	31	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT	0x597DB6B2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	32	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT	0xF277DE26	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	33	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT	0xB2C7A5CE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	34	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT	0x677605A0	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	35	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT	0xBE6558CD	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	36	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT	0x86DA94B7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	37	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT	0x4864DB96	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	38	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT	0xB8BC67D9	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	39	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT	0xFF64F737	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	40	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT	0x89197EF2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	41	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT	0x1715430F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	42	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT	0xF6D515D4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	43	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT	0xBA0BCF3F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	44	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT	0xCE061EFE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	45	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT/ClothSecUL_08_JNT	0x45B5A89B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT/ClothSecUL_08_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	46	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT/ClothSecUL_08_JNT/ClothSecUL_09_JNT	0x4BF0B55B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecUL_02_JNT/ClothSecUL_03_JNT/ClothSecUL_04_JNT/ClothSecUL_05_JNT/ClothSecUL_06_JNT/ClothSecUL_07_JNT/ClothSecUL_08_JNT/ClothSecUL_09_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	47	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT	0xB4EE6F72	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	48	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT	0x3A88027E	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	49	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT	0xB36EAA75	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	50	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT	0x75FEFB04	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	51	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT	0xBF494B89	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	52	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT	0x60B8782E	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	53	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT	0x9CD6ED20	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	54	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT	0x8FC5C3BF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	55	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT	0x316541C8	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	56	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT/ClothSecUR_08_JNT	0xD152CC8C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT/ClothSecUR_08_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	57	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT/ClothSecUR_08_JNT/ClothSecUR_09_JNT	0xF57D226E	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecUR_02_JNT/ClothSecUR_03_JNT/ClothSecUR_04_JNT/ClothSecUR_05_JNT/ClothSecUR_06_JNT/ClothSecUR_07_JNT/ClothSecUR_08_JNT/ClothSecUR_09_JNT	match
Avatar_Sparxie_00_Model_Chara/Body	58	Avatar_Sparxie_00_Model_Chara/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT	0x8133544C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT	match
